
Connected to: Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options

Export file created by EXPORT:V11.02.00 via conventional path
. . importing table                 "RESTRICTIONS"       7611 rows imported
. . importing table        "RESTRICTION_CITATIONS"          3 rows imported
. . importing table    "RESTRICTION_PRODUCT_TYPES"          0 rows imported
. . importing table         "RESTRICTION_PURPOSES"       1963 rows imported
. . importing table            "RESTRICTION_TYPES"          4 rows imported
. . importing table                        "RISKS"          3 rows imported
. . importing table         "RISK_STMTS_CITATIONS"          0 rows imported
. . importing table                   "RISK_TYPES"          3 rows imported
. . importing table                "ROLE_SPECIALS"          5 rows imported
. . importing table                     "SOLVENTS"         64 rows imported
. . importing table       "SOURCEORGANISMPARTS_MV"      18753 rows imported
. . importing table             "SOURCE_CITATIONS"          0 rows imported
. . importing table                      "SPECIES"       2739 rows imported
. . importing table                   "SPECIES_MV"       2739 rows imported
. . importing table    "STANDARD_GRADE_REFERENCES"          9 rows imported
. . importing table               "SUBINGREDIENTS"       5264 rows imported
. . importing table   "SUBINGREDIENT_ADMIN_ROUTES"       3331 rows imported
. . importing table   "SUBINGREDIENT_DOSAGE_FORMS"          0 rows imported
. . importing table             "SUBINGREDIENT_MV"       5264 rows imported
. . importing table           "SUBINGREDIENT_REFS"       4309 rows imported
. . importing table                      "SUBTAXA"        124 rows imported
. . importing table                   "SUBTAXA_MV"        124 rows imported
. . importing table               "SUB_POPULATION"        132 rows imported
. . importing table                     "SYNONYMS"      39803 rows imported
. . importing table                 "SYNONYM_REFS"          0 rows imported
. . importing table  "SYNONYM_TEXTS_ENG_CITATIONS"       1090 rows imported
. . importing table   "SYNONYM_TEXTS_FR_CITATIONS"       1012 rows imported
. . importing table                         "TAXA"       5101 rows imported
. . importing table              "TEST_CATEGORIES"          0 rows imported
. . importing table                 "TEST_METHODS"        451 rows imported
. . importing table       "TEST_METHOD_CATEGORIES"          0 rows imported
. . importing table         "TEST_METHOD_SUBTYPES"        140 rows imported
. . importing table            "TEST_METHOD_TYPES"         13 rows imported
. . importing table          "TEST_SPECIFICATIONS"          0 rows imported
. . importing table           "TEST_SPEC_TST_MTDS"          0 rows imported
. . importing table       "TEXT_MONO_SRCMATERIALS"        181 rows imported
. . importing table               "TRAD_PARADIGMS"          0 rows imported
. . importing table      "TXTMONOSRCMAT_CITATIONS"          0 rows imported
. . importing table                        "UNITS"        210 rows imported
. . importing table                  "UNITS_TYPES"         21 rows imported
. . importing table        "USERACCOUNT_USERROLES"          0 rows imported
. . importing table         "USERROLE_PERMISSIONS"          0 rows imported
. . importing table                "USER_ACCOUNTS"         38 rows imported
. . importing table                   "USER_ROLES"          5 rows imported
. . importing table                "USE_CITATIONS"          0 rows imported
. . importing table                    "USE_TYPES"          3 rows imported
. . importing table        "X$ALT_ASSESSMENT_DOSE"        122 rows imported
. . importing table            "X$ASSESSMENT_DOSE"   16560881 rows imported
. . importing table        "X$ASSESSMENT_DOSE_DFU"   18072135 rows imported
. . importing table "X$ASSESSMENT_DOSE_DOSAGE_FORM"   71815556 rows imported
. . importing table   "X$ASSESSMENT_DOSE_DOSE_CAT"      13366 rows imported
. . importing table   "X$ASSESSMENT_DOSE_DURATION"      61372 rows imported
. . importing table        "X$ASSESSMENT_DOSE_MOP"     126930 rows imported
. . importing table       "X$ASSESSMENT_DOSE_RISK"   16346958 rows imported
. . importing table  "X$ASSESSMENT_DOSE_STOR_COND"       7211 rows imported
. . importing table    "X$ASSESSMENT_DOSE_SUB_POP"   16560343 rows imported
. . importing table        "X$ASSESSMENT_DOSE_USE"   16560123 rows imported
. . importing table       "X$ASSESSMENT_DOSE_XREF"   16707037 rows imported
. . importing table                "X$COMBO_DOSES"      70214 rows imported
. . importing table           "X$COMBO_DOSE_CODES"         55 rows imported
. . importing table                   "X$DFU_XREF"        766 rows imported
. . importing table              "X$DOSE_CAT_XREF"          6 rows imported
. . importing table            "X$DOSE_FORM_TYPES"        118 rows imported
. . importing table              "X$DURATION_XREF"        102 rows imported
. . importing table                "X$GROUP_RULES"        195 rows imported
. . importing table          "X$INGREDIENT_GROUPS"       4595 rows imported
. . importing table    "X$INGREDIENT_GROUP_GROUPS"         26 rows imported
. . importing table "X$INGREDIENT_GROUP_INGREDIENTS"       1401 rows imported
. . importing table       "X$INGREDIENT_PREP_CODE"       7323 rows imported
. . importing table   "X$INGRED_GROUP_GROUP_RULES"       6222 rows imported
. . importing table "X$MONOGRAPH_INGREDIENTS_XREF"       5863 rows imported
. . importing table "X$MONOGRAPH_INGRED_NAME_XREF"       9145 rows imported
. . importing table "X$MONOGRAPH_INGRED_NAMXREF_BKP"       3743 rows imported
. . importing table              "X$MONOGRAPH_ROA"       1267 rows imported
. . importing table   "X$MONOGRAPH_SUB_INGREDIENT"        288 rows imported
. . importing table             "X$MONOGRAPH_XREF"       1719 rows imported
. . importing table            "X$MONO_FORM_TYPES"        272 rows imported
. . importing table     "X$MONO_SOURCE_INGREDIENT"       6997 rows imported
. . importing table "X$MONO_SOURCE_SUB_INGREDIENT"        306 rows imported
. . importing table "X$NON_INGRED_ORGNSM_PREP_CODE"         35 rows imported
. . importing table        "X$ORGANISM_INGREDIENT"       8954 rows imported
. . importing table "X$ORPHAN_SOURCE_ORGANISM_TYPES"         21 rows imported
. . importing table   "X$PREPARATION_METHODS_XREF"        549 rows imported
. . importing table        "X$PREP_TYPE_INFO_XREF"        167 rows imported
. . importing table                 "X$RISK_TYPES"          3 rows imported
. . importing table                  "X$RISK_XREF"        674 rows imported
. . importing table            "X$ROA_DOSAGE_FORM"        291 rows imported
. . importing table              "X$SOLVENT_LISTS"          5 rows imported
. . importing table      "X$SOLVENT_SOLVENT_LISTS"        142 rows imported
. . importing table "X$SOURCE_ID_SOURCE_ORG_TYPES"        219 rows imported
. . importing table      "X$SOURCE_ORGANISM_TYPES"        128 rows imported
. . importing table    "X$STORAGE_CONDITIONS_XREF"         21 rows imported
. . importing table             "X$SUB_POPULATION"        163 rows imported
. . importing table        "X$SUB_POPULATION_XREF"        166 rows imported
. . importing table         "X$SUB_POP_AGE_GROUPS"         99 rows imported
. . importing table         "X$SUB_POP_CONDITIONS"          9 rows imported
. . importing table             "X$SUB_POP_GROUPS"          5 rows imported
. . importing table   "X$SUB_POP_GROUP_AGE_GROUPS"        150 rows imported
. . importing table              "X$SUB_POP_SEXES"          3 rows imported
. . importing table           "X$UNITS_OF_MEASURE"          0 rows imported
. . importing table                   "X$USE_XREF"       1031 rows imported
. . importing table                    "X$VERSION"          1 rows imported
IMP-00017: following statement failed with ORACLE error 6550:
 "BEGIN  "
 "ctxsys.driimp.create_index('INGREDIENT_SNNMS_MV_IDX7','INGREDIENT_SYNONYMS_"
 "MV',USER,"
 "'','1','ENGLISH_SEARCHTERM','1',"
 "'4000','17143','8130','17144',"
 "NULL, NULL, NULL, 0,'Y',NULL, NULL, NULL, NULL, NULL);"
 ""
 ""
 "ctxsys.driimp.set_object('DATASTORE','DIRECT_DATASTORE',0);"
 ""
 "ctxsys.driimp.set_object('DATATYPE','CHAR_DATATYPE',0);"
 ""
 "ctxsys.driimp.set_object('DATAX','SYNCH_DATAX',0);"
 ""
 "ctxsys.driimp.set_object('FILTER','NULL_FILTER',0);"
 ""
 "ctxsys.driimp.set_object('SECTION_GROUP','NULL_SECTION_GROUP',0);"
 ""
 "ctxsys.driimp.set_object('LEXER','BASIC_LEXER',0);"
 ""
 "ctxsys.driimp.set_object('WORDLIST','BASIC_WORDLIST',2);"
 "ctxsys.driimp.set_value('STEMMER','1');"
 "ctxsys.driimp.set_value('FUZZY_MATCH','1');"
 ""
 "ctxsys.driimp.set_object('STOPLIST','BASIC_STOPLIST',114);"
 "ctxsys.driimp.set_value('STOP_WORD','Mr');"
 "ctxsys.driimp.set_value('STOP_WORD','Mrs');"
 "ctxsys.driimp.set_value('STOP_WORD','Ms');"
 "ctxsys.driimp.set_value('STOP_WORD','a');"
 "ctxsys.driimp.set_value('STOP_WORD','all');"
 "ctxsys.driimp.set_value('STOP_WORD','almost');"
 "ctxsys.driimp.set_value('STOP_WORD','also');"
 "ctxsys.driimp.set_value('STOP_WORD','although');"
 "ctxsys.driimp.set_value('STOP_WORD','an');"
 "ctxsys.driimp.set_value('STOP_WORD','and');"
 "ctxsys.driimp.set_value('STOP_WORD','any');"
 "ctxsys.driimp.set_value('STOP_WORD','are');"
 "ctxsys.driimp.set_value('STOP_WORD','as');"
 "ctxsys.driimp.set_value('STOP_WORD','at');"
 "ctxsys.driimp.set_value('STOP_WORD','be');"
 "ctxsys.driimp.set_value('STOP_WORD','because');"
 "ctxsys.driimp.set_value('STOP_WORD','been');"
 "ctxsys.driimp.set_value('STOP_WORD','both');"
 "ctxsys.driimp.set_value('STOP_WORD','but');"
 "ctxsys.driimp.set_value('STOP_WORD','by');"
 "ctxsys.driimp.set_value('STOP_WORD','can');"
 "ctxsys.driimp.set_value('STOP_WORD','could');"
 "ctxsys.driimp.set_value('STOP_WORD','d');"
 "ctxsys.driimp.set_value('STOP_WORD','did');"
 "ctxsys.driimp.set_value('STOP_WORD','do');"
 "ctxsys.driimp.set_value('STOP_WORD','does');"
 "ctxsys.driimp.set_value('STOP_WORD','either');"
 "ctxsys.driimp.set_value('STOP_WORD','for');"
 "ctxsys.driimp.set_value('STOP_WORD','from');"
 "ctxsys.driimp.set_value('STOP_WORD','had');"
 "ctxsys.driimp.set_value('STOP_WORD','has');"
 "ctxsys.driimp.set_value('STOP_WORD','have');"
 "ctxsys.driimp.set_value('STOP_WORD','having');"
 "ctxsys.driimp.set_value('STOP_WORD','he');"
 "ctxsys.driimp.set_value('STOP_WORD','her');"
 "ctxsys.driimp.set_value('STOP_WORD','here');"
 "ctxsys.driimp.set_value('STOP_WORD','hers');"
 "ctxsys.driimp.set_value('STOP_WORD','him');"
 "ctxsys.driimp.set_value('STOP_WORD','his');"
 "ctxsys.driimp.set_value('STOP_WORD','how');"
 "ctxsys.driimp.set_value('STOP_WORD','however');"
 "ctxsys.driimp.set_value('STOP_WORD','i');"
 "ctxsys.driimp.set_value('STOP_WORD','if');"
 "ctxsys.driimp.set_value('STOP_WORD','in');"
 "ctxsys.driimp.set_value('STOP_WORD','into');"
 "ctxsys.driimp.set_value('STOP_WORD','is');"
 "ctxsys.driimp.set_value('STOP_WORD','it');"
 "ctxsys.driimp.set_value('STOP_WORD','its');"
 "ctxsys.driimp.set_value('STOP_WORD','just');"
 "ctxsys.driimp.set_value('STOP_WORD','ll');"
 "ctxsys.driimp.set_value('STOP_WORD','me');"
 "ctxsys.driimp.set_value('STOP_WORD','might');"
 "ctxsys.driimp.set_value('STOP_WORD','my');"
 "ctxsys.driimp.set_value('STOP_WORD','no');"
 "ctxsys.driimp.set_value('STOP_WORD','non');"
 "ctxsys.driimp.set_value('STOP_WORD','nor');"
 "ctxsys.driimp.set_value('STOP_WORD','not');"
 "ctxsys.driimp.set_value('STOP_WORD','of');"
 "ctxsys.driimp.set_value('STOP_WORD','on');"
 "ctxsys.driimp.set_value('STOP_WORD','one');"
 "ctxsys.driimp.set_value('STOP_WORD','only');"
